"";"1_2";"1_3";"2_3";"conductivity_surface"
"topo_01";3,95232828727199;9,64892088486807;4,39195522073394;"topo_01"
"topo_02";3,90351572764136;9,48243158887975;4,49141102357444;"topo_02"
"topo_05";3,90421888333876;9,09101794559835;4,54109027329493;"topo_05"
"topo_10";4,32085962204542;9,05534386109733;4,25790814929252;"topo_10"
"topo_20";4,66030927355935;9,38562932527402;4,73119892565553;"topo_20"
"topo_50";4,25673725247113;10,3062757912021;4,356201832132;"topo_50"
