"";"1_2";"1_3";"2_3";"conductivity_surface"
"sl_05_topo_02";2,91894661006387;9,12793613598047;1,01786108489506;"sl_05_topo_02"
"sl_05_topo_05";2,56894203669789;10,4803632299343;0,974130288636595;"sl_05_topo_05"
"sl_05_topo_10";3,23432286324006;9,37781022635043;0,998254593272178;"sl_05_topo_10"
"sl_10_topo_02";2,50819824651501;9,3607300232844;0,971142126934593;"sl_10_topo_02"
"sl_10_topo_05";3,10938349094131;10,4615094385975;1,03190178779842;"sl_10_topo_05"
"sl_20_topo_02";3,11485108873275;9,41270298487024;1,04780451573098;"sl_20_topo_02"
"sl_20_topo_05";2,76998105676711;9,7113117125678;0,877952815726534;"sl_20_topo_05"
"sl_20_topo_10";3,03542049911939;9,09145840069685;0,932614718869405;"sl_20_topo_10"
