"";"1_2";"1_3";"2_3";"conductivity_surface"
"sl_100_50_10_topo_02";1,11098416308059;8,77156142320125;0,87159320479974;"sl_100_50_10_topo_02"
"sl_100_50_33_10_topo_02";2,11259323312228;1,85271776556056;5,42836733728672;"sl_100_50_33_10_topo_02"
"sl_100_50_20_topo_10";1,26561782436603;8,07940471238028;0,817307443291417;"sl_100_50_20_topo_10"
"sl_100_50_33_20_topo_10";2,17295976729923;1,7988253862634;5,41724108046142;"sl_100_50_33_20_topo_10"
