"";"1_2";"1_3";"2_3";"conductivity_surface"
"sl_05";2,83415840861595;8,96520305964344;0,979647516613366;"sl_05"
"sl_10";3,2010954552616;9,68214655797287;0,992019682634695;"sl_10"
"sl_20";2,97647570292828;8,09200932589967;1,01689986786407;"sl_20"
"sl_30";3,32013234648212;8,44403714444661;1,02753523584404;"sl_30"
"sl_50";3,38759839167379;9,42390518344638;0,932096759629772;"sl_50"
"sl_90";2,5181047252648;10,3188182771622;1,18884632766332;"sl_90"
